Order Date,Order ID,Product Name,Customer ID,Product Category,Product ID,QTY,Unit Price,Discount,Fright,TOTAL,Profit
30-07-2021,7749,Foundation,1005,Cosmetics,P-105,6,817,255.88,298.31,4944.43,472.57
25-09-2019,3505,Dining Table,1084,Furniture,P-103,29,21334,89972.4,55727.78,584441.38,219685.88
28-07-2024,3870,Headphones,1053,Electronics,P-106,93,35903,480688.78,309131.98,3167422.2,614526.36
26-09-2019,2312,Yoga Mat,1071,Sports,P-120,3,7467,1903.05,744.5,21242.45,9083.6
06-05-2021,1568,Bed,1002,Furniture,P-102,64,13048,143043.41,50779.47,742808.06,212645.57
31-03-2024,1901,Running Shoes,1123,Sports,P-113,94,4749,59227.85,33915.02,421093.17,155607.97
29-06-2020,8259,Smartphone,1115,Electronics,P-114,78,22928,241497.63,150070.11,1696956.48,765717.21
27-11-2022,3254,Office Chair,1072,Furniture,P-111,4,98449,70070.99,38720.3,362445.31,108196.79
14-03-2022,3178,Basketball,1114,Sports,P-101,29,5509,10879.73,14341.2,163222.47,54176.22
15-03-2021,5576,Basketball,1137,Sports,P-101,84,8680,120510.5,35885.51,644495.01,64992.47
22-11-2023,7686,Mascara,1074,Cosmetics,P-109,48,2303,15432.64,5447.81,100559.17,32937.18
26-08-2021,8551,Tablet,1005,Electronics,P-117,62,46033,481707.22,153685.71,2526024.49,887845.89
20-01-2021,5464,Smartwatch,1107,Electronics,P-115,69,39443,431791.38,142192.1,2431967.72,861565.14
30-10-2021,9010,Tablet,1178,Electronics,P-117,52,12404,82870.85,39107.75,601244.9,238817.63
28-04-2024,2748,Foundation,1031,Cosmetics,P-105,16,2206,4873.95,979.37,31401.42,9813.13
24-12-2021,5175,Dining Table,1156,Furniture,P-103,39,18724,55344.42,64564.22,739455.8,105598.25
20-04-2020,3760,Mascara,1144,Cosmetics,P-109,52,3750,18970.23,11016.86,187046.63,62422.06
03-04-2023,7084,Mascara,1149,Cosmetics,P-109,21,2127,5776.47,1128.72,40019.25,4148
02-02-2023,2076,Headphones,1090,Electronics,P-106,76,39460,574105.38,156963,2581817.62,1111122.92
16-06-2022,1072,Tennis Racket,1045,Sports,P-118,46,4745,43038.85,14333.27,189564.42,30422.24
23-03-2022,6089,Foundation,1041,Cosmetics,P-105,77,731,11220.59,3934.23,49000.64,15113.59
31-01-2024,9059,Football,1009,Sports,P-104,19,2919,6041.37,4093.64,53513.27,12563.8
06-10-2020,9974,Sofa ,1078,Furniture,P-116,74,4342,33144.52,19244.91,307408.39,31846.78
07-01-2023,2259,Smartwatch,1106,Electronics,P-115,64,49397,544659.57,159800.82,2776549.25,662134.59
29-07-2021,1351,Laptop,1150,Electronics,P-108,25,12313,24215.21,24496.62,308106.41,72454.2
09-09-2021,7815,Foundation,1171,Cosmetics,P-105,44,2914,15192.33,9963.32,122986.99,50003.63
20-01-2020,3466,Bed,1057,Furniture,P-102,75,75368,867224.76,350192.63,5135567.87,1510731.83
27-08-2019,8873,Laptop,1096,Electronics,P-108,36,45277,167161.05,141547.93,1604358.88,518507.98
31-10-2023,1265,Football,1110,Sports,P-104,8,6442,10061.52,1658.43,43132.91,17319.81
24-09-2019,5999,Yoga Mat,1168,Sports,P-120,77,9491,102819.7,19117.88,647105.18,182388.02
09-11-2022,5893,Bed,1033,Furniture,P-102,19,12392,14948.34,8621.89,229121.55,94810.9
05-04-2022,8646,Bed,1078,Furniture,P-102,57,61211,260030.65,172044.38,3401040.73,1266710.3
24-07-2020,4299,Yoga Mat,1155,Sports,P-120,91,10833,90845.46,50520.45,945477.99,441669.28
10-04-2021,9746,Bed,1128,Furniture,P-102,56,8522,41965.58,17656.93,452923.35,161509.84
08-09-2023,8656,Headphones,1138,Electronics,P-106,45,15937,114446.18,15742.3,618461.12,221172.88
22-05-2024,5691,Foundation,1188,Cosmetics,P-105,69,4903,22959.83,24517.57,339864.74,111630.91
15-02-2024,7851,Headphones,1067,Electronics,P-106,87,36593,481620.02,262645.98,2964616.96,953196.01
22-05-2023,9551,Lipstick,1023,Cosmetics,P-107,92,1478,14138.23,12941.21,134778.98,47223.12
22-11-2022,8979,Running Shoes,1077,Sports,P-113,80,6433,38077.09,44182.18,520745.09,100640.1
14-10-2022,4287,Headphones,1088,Electronics,P-106,93,12860,137560.06,49528.73,1107948.67,224002.45
02-05-2023,4078,Tennis Racket,1193,Sports,P-118,56,11203,84628.72,18436.58,561175.86,242788.03
05-03-2021,4309,Mascara,1147,Cosmetics,P-109,21,1412,4604.01,1715.41,26763.4,6533.07
20-07-2021,1871,Foundation,1085,Cosmetics,P-105,59,644,2610.34,2087.5,37473.16,16107.67
13-09-2023,1876,Sofa ,1190,Furniture,P-116,20,86801,200509.58,116001.35,1651511.77,256262.3
30-06-2023,8046,Sofa ,1197,Furniture,P-116,36,34793,117214.69,32295.8,1167629.11,167173.94
17-06-2024,7289,Foundation,1158,Cosmetics,P-105,8,928,1377.82,326.8,6372.98,2503.44
11-07-2021,3190,Basketball,1025,Sports,P-101,88,2722,47624.65,13130.27,205041.62,83558.34
10-02-2020,3555,Smartwatch,1021,Electronics,P-115,49,22637,149966.59,106151.83,1065398.24,300026.07
13-09-2019,3161,Lipstick,1043,Cosmetics,P-107,12,1867,3617.47,1032.69,19819.22,2473.81
15-04-2020,2645,Perfume,1044,Cosmetics,P-112,60,3054,34767.81,7111.93,155584.12,22992.95
14-05-2022,4514,Football,1034,Sports,P-104,55,14414,103237.68,70567.89,760100.21,147281.47
08-03-2024,2735,Perfume,1066,Cosmetics,P-112,89,3016,38183.67,9069.54,239309.87,48867.15
22-01-2024,8877,Bed,1152,Furniture,P-102,60,88786,871395.8,219387.15,4675151.35,932849.63
17-02-2024,7392,Moisturizer,1192,Cosmetics,P-110,52,4409,14161.73,7724.38,222830.65,52039.76
24-05-2022,6143,Bed,1112,Furniture,P-102,100,58294,475154.68,469840.89,5824086.21,1355773.21
21-10-2023,1238,Tennis Racket,1027,Sports,P-118,56,6610,24934.91,28413.4,373638.49,74787.36
12-11-2020,4420,Perfume,1137,Cosmetics,P-112,30,434,2446.26,499.32,11073.06,2050.25
27-04-2022,8156,Moisturizer,1034,Cosmetics,P-110,44,4359,20840.2,9975.63,180931.43,26533.05
13-08-2021,9553,Headphones,1128,Electronics,P-106,72,9094,40899.72,35809.44,649677.72,235680
06-04-2022,2088,Headphones,1025,Electronics,P-106,30,22984,59196.32,43461.65,673785.33,280406.21
09-02-2021,6166,Tennis Racket,1107,Sports,P-118,25,12188,45705.82,21283.1,280277.28,51676.24
27-06-2020,1969,Tennis Racket,1171,Sports,P-118,62,3257,37272.52,20137.85,184799.33,47865.6
17-03-2021,7760,Smartwatch,1176,Electronics,P-115,26,49032,156330.51,97448.58,1215950.07,245177.31
15-12-2019,4533,Football,1055,Sports,P-104,74,6716,34559.2,21216.32,483641.12,186046.9
27-08-2023,9103,Dining Table,1170,Furniture,P-103,52,89431,811904.48,324978.52,4163486.04,1489437.95
11-11-2023,1478,Mascara,1181,Cosmetics,P-109,74,2704,14943.56,4526.44,189678.88,57711.82
02-04-2022,4629,Running Shoes,1000,Sports,P-113,42,10879,35165.66,41074.7,462827.04,161253.37
10-03-2022,2149,Bed,1099,Furniture,P-102,49,65341,326961.67,121063.98,2995811.31,943824.33
12-08-2022,9022,Sofa ,1075,Furniture,P-116,12,74119,154054.94,34653.57,770026.63,270298.38
11-05-2021,4357,Office Chair,1142,Furniture,P-111,9,14448,15899.53,4049.81,118182.28,12504.71
12-10-2023,5238,Foundation,1186,Cosmetics,P-105,97,1983,32093.99,6182.5,166439.51,60527.12
09-08-2020,2017,Mascara,1126,Cosmetics,P-109,92,2702,15625.93,17367.54,250325.61,72206.09
12-09-2019,3033,Office Chair,1184,Furniture,P-111,68,87437,404373.72,362592.55,5903934.83,1513285.98
18-10-2022,9830,Tablet,1025,Electronics,P-117,32,8965,55524.75,18916.6,250271.85,66114.05
07-11-2022,1336,Lipstick,1171,Cosmetics,P-107,58,3706,13362.11,19096.08,220681.97,35527.17
02-09-2019,5713,Football,1188,Sports,P-104,31,8568,51529.72,12072.99,226151.27,80322.35
22-04-2021,6842,Dining Table,1022,Furniture,P-103,60,69545,624351,177425.85,3725774.85,1166004.81
09-12-2021,8627,Running Shoes,1175,Sports,P-113,78,13061,144561.65,25729.4,899925.75,236136.31
01-05-2024,8332,Lipstick,1021,Cosmetics,P-107,77,3685,55026.24,18200.75,246919.51,86202.33
06-02-2022,9095,Foundation,1054,Cosmetics,P-105,32,4672,22120.88,8952.88,136336,15577.92
16-10-2019,3838,Smartphone,1046,Electronics,P-114,27,13629,26840.13,19825.59,360968.46,140597.17
28-09-2022,7831,Moisturizer,1150,Cosmetics,P-110,20,1557,3791.69,2332.07,29680.38,10202.13
16-11-2021,3787,Basketball,1119,Sports,P-101,35,6561,22832.89,11595.58,218397.69,32825.9
04-06-2023,6735,Perfume,1097,Cosmetics,P-112,15,1727,4289.14,1253.19,22869.05,5339.3
11-03-2024,8557,Mascara,1157,Cosmetics,P-109,30,2033,6006.44,3047.88,58031.44,8243.41
06-10-2019,6803,Office Chair,1184,Furniture,P-111,57,3851,40464.83,10755.61,189797.78,51970.86
17-04-2020,5747,Mascara,1180,Cosmetics,P-109,72,2879,15276.3,20603.63,212615.33,62691.19
15-09-2023,6547,Football,1113,Sports,P-104,42,13554,49701.7,26539.11,546105.41,170079.89
21-02-2022,3728,Smartwatch,1035,Electronics,P-115,45,26760,165590.51,111631.5,1150240.99,443942.3
13-12-2022,8704,Headphones,1147,Electronics,P-106,8,21901,29975.01,15664.25,160897.24,15089.45
27-01-2024,6648,Office Chair,1007,Furniture,P-111,56,71258,714157.78,343125.52,3619415.74,1193929.33
06-10-2023,7756,Bed,1186,Furniture,P-102,71,66429,363185.77,254406.36,4607679.59,1339879.77
29-10-2020,3812,Wardrobe,1029,Furniture,P-119,25,48003,119706.66,48486.04,1128854.38,308995.64
01-03-2023,9773,Tennis Racket,1046,Sports,P-118,93,8192,50927.76,40502.33,751430.57,336848.15
16-09-2021,2121,Perfume,1055,Cosmetics,P-112,41,4682,36976.87,12698.74,167683.87,49784.1
25-01-2024,2827,Yoga Mat,1039,Sports,P-120,35,12037,59537,17389.14,379147.14,85418.69
14-07-2020,4224,Perfume,1087,Cosmetics,P-112,56,3100,22911.64,14003.46,164691.82,43252.43
11-03-2024,4229,Bed,1169,Furniture,P-102,98,97202,1679730.41,718544.55,8564610.14,1130893.86
14-05-2023,1194,Mascara,1019,Cosmetics,P-109,6,4939,4492.07,1923.18,27065.11,7069.37
14-04-2020,9454,Perfume,1125,Cosmetics,P-112,97,3712,55771.43,23861.87,328154.44,102097.46
02-08-2023,7456,Tablet,1010,Electronics,P-117,99,19011,357463.36,43221.49,1567847.13,584533.17
27-05-2021,4448,Basketball,1195,Sports,P-101,70,5774,59365.1,36983.07,381797.97,35966.79
28-06-2024,6343,Smartphone,1057,Electronics,P-114,22,33718,125093.76,73830.74,690532.98,284422.92
26-01-2020,5279,Mascara,1090,Cosmetics,P-109,2,2632,786.65,492.69,4970.04,529.2
21-05-2020,5777,Moisturizer,1122,Cosmetics,P-110,73,1495,15676.91,7012.64,100470.73,16043.29
21-04-2023,8319,Smartwatch,1041,Electronics,P-115,50,28590,158975.02,73576.15,1344101.13,333269.34
30-03-2022,8060,Wardrobe,1082,Furniture,P-119,42,94051,320755.88,257743.63,3887129.75,1424210.59
17-02-2024,4363,Office Chair,1057,Furniture,P-111,14,67581,145215.14,73394.44,874313.3,209529.08
19-11-2023,7262,Foundation,1016,Cosmetics,P-105,7,299,163.58,105.52,2034.94,331.44
05-02-2024,8173,Lipstick,1049,Cosmetics,P-107,13,4305,4373.68,2159.53,53750.85,24226.62
28-02-2024,3807,Headphones,1192,Electronics,P-106,42,20792,68772.25,25478.32,829970.07,379296.14
20-11-2021,1809,Tablet,1122,Electronics,P-117,79,22849,131647.78,48440.8,1721864.02,424135.93
20-05-2021,3937,Sofa ,1090,Furniture,P-116,17,82591,172259.31,73914.74,1305702.43,393982.21
08-12-2023,5131,Yoga Mat,1168,Sports,P-120,72,9688,92591.38,24687.66,629632.28,236711.64
09-08-2022,7774,Laptop,1163,Electronics,P-108,10,23785,45035.56,19323.89,212138.33,53457.42
20-06-2022,9581,Foundation,1120,Cosmetics,P-105,19,4041,5405.01,5880.68,77254.67,14758.29
25-12-2023,6720,Bed,1147,Furniture,P-102,10,15069,19529.87,6704.53,137864.66,47063.33
14-09-2019,1564,Smartwatch,1123,Electronics,P-115,4,23372,11559.77,9090.04,91018.27,40897.06
30-01-2024,4313,Dining Table,1177,Furniture,P-103,58,95347,817097.41,461089.41,5174118,1037951.07
21-07-2024,6251,Tennis Racket,1156,Sports,P-118,8,5795,8673.67,3250.88,40937.21,14233.75
16-02-2023,5602,Office Chair,1195,Furniture,P-111,51,68627,354313.95,336081.85,3481744.9,1561164.58
09-02-2021,9673,Yoga Mat,1020,Sports,P-120,77,13748,163052.88,95433.75,990976.87,297024.76
13-05-2022,4156,Smartwatch,1141,Electronics,P-115,34,39635,80033.63,117457.81,1385014.18,416497.86
03-02-2021,5364,Tennis Racket,1026,Sports,P-118,44,8683,64873.55,29959.82,347138.27,147579.23
06-03-2020,4730,Moisturizer,1107,Cosmetics,P-110,98,2562,49658.26,11738.75,213156.49,32071.83
29-08-2022,8548,Basketball,1146,Sports,P-101,97,2827,32575.19,24336.76,265980.57,31992.59
24-04-2023,9699,Tablet,1074,Electronics,P-117,42,27511,218242.96,24341.82,961560.86,251463.5
27-04-2020,6062,Tablet,1073,Electronics,P-117,99,19848,380997.72,161903.31,1745857.59,329269.92
27-07-2024,5377,Wardrobe,1135,Furniture,P-119,100,52246,610689.11,398921.52,5012832.41,1094827.08
25-02-2024,4516,Office Chair,1074,Furniture,P-111,56,71472,585625.41,296674.25,3713480.84,1695787.94
20-02-2021,5739,Dining Table,1034,Furniture,P-103,30,40528,184038.48,43717.74,1075519.26,417239.39
16-06-2024,3822,Bed,1139,Furniture,P-102,59,89568,968578.16,411110.21,4727044.05,1821298.99
01-05-2022,4739,Football,1172,Sports,P-104,10,8663,13308.32,2939.86,76261.54,13646.61
24-09-2021,4517,Headphones,1091,Electronics,P-106,15,39449,83847.66,14962.73,522850.07,143875.92
27-11-2020,6941,Perfume,1051,Cosmetics,P-112,72,3709,39903.6,23568.76,250713.16,82733.81
20-08-2024,6469,Office Chair,1181,Furniture,P-111,10,83238,89282.72,20838.06,763935.34,323466.65
15-06-2022,5205,Running Shoes,1165,Sports,P-113,42,2859,11421.42,9321.7,117978.28,38274.68
26-03-2020,3371,Moisturizer,1113,Cosmetics,P-110,95,1577,22119,7685.94,135381.94,24335.27
30-04-2021,7478,Tennis Racket,1170,Sports,P-118,13,13201,11236.78,15303.19,175679.41,75834.26
08-01-2023,8475,Wardrobe,1115,Furniture,P-119,47,73335,281022.24,269696.01,3435418.77,470217.84
15-02-2023,1974,Football,1099,Sports,P-104,56,1182,10620.94,5397.1,60968.16,10578.65
26-11-2019,1382,Lipstick,1128,Cosmetics,P-107,24,991,4084.27,2053.86,21753.59,2326.38
10-06-2020,3969,Perfume,1049,Cosmetics,P-112,11,305,657.48,289.2,2986.72,1121.07
30-03-2024,2534,Basketball,1172,Sports,P-101,39,2456,16816.6,7571.36,86538.76,22638.27
04-08-2024,6733,Perfume,1089,Cosmetics,P-112,91,3478,62081.85,22148.84,276564.99,82877.33
31-05-2023,7457,Lipstick,1080,Cosmetics,P-107,9,3985,5626.9,795.44,31033.54,4957.76
20-05-2020,9035,Office Chair,1015,Furniture,P-111,45,67719,549116.84,189542.25,2687780.41,912954.19
10-10-2020,1014,Bed,1104,Furniture,P-102,70,62282,471237.72,262305.46,4150807.74,1451055.53
02-02-2022,5885,Lipstick,1011,Cosmetics,P-107,65,2051,21628.5,8303.33,119989.83,44672.11
06-05-2022,9305,Running Shoes,1054,Sports,P-113,75,3838,43913.54,22222.87,266159.33,73062.04
19-11-2022,4026,Football,1110,Sports,P-104,34,568,3622.73,1888.64,17577.91,5714.26
14-06-2024,2531,Laptop,1016,Electronics,P-108,84,27074,407089.12,144803.53,2011930.41,861799.07
25-01-2024,6529,Headphones,1167,Electronics,P-106,64,43870,243505.2,153709.24,2717884.04,545286.6
31-12-2023,7401,Moisturizer,1011,Cosmetics,P-110,20,4636,14203.65,8745.46,87261.81,37355.61
25-02-2020,6816,Lipstick,1178,Cosmetics,P-107,76,1973,21053.99,9858.42,138752.43,46549.98
04-09-2020,3926,Tennis Racket,1065,Sports,P-118,16,7969,16403.2,10536.35,121637.15,48009.68
08-10-2022,4903,Bed,1098,Furniture,P-102,72,72082,287993.82,497732.15,5399642.33,2419557.26
22-12-2022,2188,Mascara,1151,Cosmetics,P-109,69,3672,40866.54,20469.79,232971.25,58001.54
18-08-2020,6341,Tablet,1153,Electronics,P-117,56,24923,146658.84,84139.58,1333168.74,174038.31
02-11-2019,1435,Mascara,1115,Cosmetics,P-109,18,1007,3061.78,697.71,15761.93,4235.4
30-01-2023,7335,Office Chair,1131,Furniture,P-111,79,86347,587856.39,518236.99,6751793.6,1900474.53
11-11-2019,3176,Office Chair,1006,Furniture,P-111,54,88613,260396.32,427539.47,4952245.15,750497.89
27-05-2023,3272,Tablet,1171,Electronics,P-117,91,13244,168343.04,34361.49,1071222.45,258980.84
26-10-2023,3481,Moisturizer,1048,Cosmetics,P-110,94,1158,8415.88,8745.98,109182.1,45569.8
12-04-2020,6917,Sofa ,1117,Furniture,P-116,71,79320,387213.56,561432.23,5805938.67,932250.1
10-05-2022,4366,Smartphone,1189,Electronics,P-114,6,39769,29749.56,6176.83,215041.27,53607.07
11-07-2022,1393,Smartwatch,1143,Electronics,P-115,8,34496,21754.36,23586.92,277800.56,111456.95
10-10-2023,4457,Football,1147,Sports,P-104,56,11002,48813.78,13615.73,580913.95,236343.02
01-11-2022,4626,Smartphone,1048,Electronics,P-114,66,25340,325738.27,117663.54,1464365.27,455236.94
03-11-2021,3597,Wardrobe,1149,Furniture,P-119,77,46504,333836.06,96430.93,3343402.87,805039.99
13-12-2021,3750,Dining Table,1161,Furniture,P-103,30,19950,82312.73,31391.82,547579.09,248068.53
15-11-2020,3742,Lipstick,1165,Cosmetics,P-107,9,4736,2893.39,1886.91,41617.52,11940.48
08-03-2020,7144,Wardrobe,1135,Furniture,P-119,48,68071,487228.57,306547.72,3086727.15,1116175.19
03-04-2023,6329,Foundation,1064,Cosmetics,P-105,24,2709,7036.77,3892.08,61871.31,20978.26
06-06-2023,3865,Football,1090,Sports,P-104,24,3970,14678.62,9064.8,89666.18,14568.12
